GENESIS-Tabelle: 23131-0004
Krankenhauspatienten: Deutschland, Jahre, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen, Fachabteilungen, Hauptdiagnose ICD-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
(1-Steller);;;;;;;;;;;;;;;;;;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entlassene Patienten (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2022;Kinder- und Jugendpsychiatrie;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
2022;Kinder- und Jugendpsychiatrie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
2022;Kinder- und Jugendpsychiatrie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;1;3;-;-;-;-;-;20;2;3;-;-;-;-;-;21;3;6;-;-;-;-;-;41
2022;Kinder- und Jugendpsychiatrie;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
2022;Kinder- und Jugendpsychiatrie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;1;-;-;-;-;-;-;2;3;-;-;-;-;-;-;3;4;-;-;-;-;-;-;5
2022;Kinder- und Jugendpsychiatrie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;;Insgesamt;7429;8754;315;-;-;-;-;19914;16913;21862;506;-;-;-;-;40603;24342;30616;821;-;-;-;-;60517
2022;Psychosomatik/Psychotherapie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-C00-C97;Bösartige Neubildungen;-;-;-;-;-;1;1;2;-;-;-;1;-;-;-;1;-;-;-;1;-;1;1;3
2022;Psychosomatik/Psychotherapie;ICD10-D00-D48;Übrige Neubildungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;4
2022;Psychosomatik/Psychotherapie;ICD10-F00-F99;Psychische und Verhaltensstörungen;165;245;765;794;443;225;127;27067;621;1594;2823;1774;1125;567;355;56552;786;1839;3588;2568;1568;792;482;83619
2022;Psychosomatik/Psychotherapie;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;36;41;28;32;254;-;-;1;10;11;12;15;124;-;-;1;46;52;40;47;378
2022;Psychosomatik/Psychotherapie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;1;-;1;-;4;-;-;-;-;1;-;-;2;-;-;-;1;1;1;-;6
2022;Psychosomatik/Psychotherapie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;-;-;-;-;1;1;3;-;-;-;-;-;1;-;5;-;-;-;-;-;2;1;8
2022;Psychosomatik/Psychotherapie;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
2022;Psychosomatik/Psychotherapie;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;3
2022;Psychosomatik/Psychotherapie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
2022;Psychosomatik/Psychotherapie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;-;-;-;2;-;-;5;-;-;-;-;-;1;-;6;-;-;-;-;2;1;-;11
2022;Psychosomatik/Psychotherapie;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
2022;Psychosomatik/Psychotherapie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;1;-;-;-;-;-;-;10;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;13
2022;Psychosomatik/Psychotherapie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;1;-;-;14;-;-;-;-;1;2;1;36;-;-;-;-;2;2;1;50
2022;Psychosomatik/Psychotherapie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Psychosomatik/Psychotherapie;;Insgesamt;166;245;766;832;489;256;161;27365;621;1594;2824;1785;1138;583;371;56738;787;1839;3590;2617;1627;839;532;84103
2022;Nuklearmedizin;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-C00-C97;Bösartige Neubildungen;13;19;18;1526;1807;1559;1315;10632;17;32;45;631;572;426;334;7540;30;51;63;2157;2379;1985;1649;18172
2022;Nuklearmedizin;ICD10-D00-D48;Übrige Neubildungen;-;-;-;8;9;7;2;63;-;-;-;14;16;12;10;107;-;-;-;22;25;19;12;170
2022;Nuklearmedizin;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;3;8;536;523;394;246;3534;1;7;20;1107;1043;815;702;8644;1;10;28;1643;1566;1209;948;12178
2022;Nuklearmedizin;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
2022;Nuklearmedizin;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Nuklearmedizin;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;-;-;1;-;5
2022;Nuklearmedizin;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
2022;Nuklearmedizin;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
2022;Nuklearmedizin;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;1;14;7;14;6;74;-;-;-;15;16;16;23;135;-;-;1;29;23;30;29;209
2022;Nuklearmedizin;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;-;1;2;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;5
2022;Nuklearmedizin;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
2022;Nuklearmedizin;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1
2022;Nuklearmedizin;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;1;-;-;-;-;7;-;-;-;1;-;1;-;4;-;-;1;1;-;1;-;11
2022;Nuklearmedizin;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;1;3;1;14;18;12;5;213;1;3;3;40;25;10;11;480;2;6;4;54;43;22;16;693
2022;Nuklearmedizin;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Nuklearmedizin;;Insgesamt;14;25;29;2098;2366;1988;1575;14534;19;42;68;1809;1672;1281;1080;16920;33;67;97;3907;4038;3269;2655;31454
2022;Strahlenheilkunde;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;1;6;7;7;2;45;-;-;-;7;5;4;5;38;-;-;1;13;12;11;7;83
2022;Strahlenheilkunde;ICD10-C00-C97;Bösartige Neubildungen;-;2;9;5096;4406;2839;2349;27617;-;-;2;3142;2677;1873;1621;19866;-;2;11;8238;7083;4712;3970;47483
2022;Strahlenheilkunde;ICD10-D00-D48;Übrige Neubildungen;-;-;-;24;33;18;22;179;1;-;-;33;34;21;31;285;1;-;-;57;67;39;53;464
2022;Strahlenheilkunde;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;5;6;4;6;44;-;-;1;8;3;6;2;32;-;-;1;13;9;10;8;76
2022;Strahlenheilkunde;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;4;5;1;1;22;-;-;-;4;1;1;2;15;-;-;-;8;6;2;3;37
2022;Strahlenheilkunde;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;3;-;-;-;1;2;-;-;4
2022;Strahlenheilkunde;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;6;6;4;2;48;-;-;-;3;3;8;4;76;-;-;-;9;9;12;6;124
2022;Strahlenheilkunde;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;4
2022;Strahlenheilkunde;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Strahlenheilkunde;ICD10-I00-I99;Krankheiten des Kreislaufsystems;4;1;-;64;83;56;46;524;-;2;1;74;73;53;45;549;4;3;1;138;156;109;91;1073
2022;Strahlenheilkunde;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;17;9;6;14;80;-;-;-;5;14;7;11;58;-;-;-;22;23;13;25;138
2022;Strahlenheilkunde;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;28;28;14;18;146;-;4;-;20;12;8;6;89;-;4;-;48;40;22;24;235
2022;Strahlenheilkunde;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;3;1;-;9;-;-;-;5;3;7;3;27;-;-;-;5;6;8;3;36
2022;Strahlenheilkunde;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;5;2;2;5;27;-;-;-;4;3;4;3;35;-;-;-;9;5;6;8;62
2022;Strahlenheilkunde;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;23;20;23;19;121;-;-;-;3;2;2;4;44;-;-;-;26;22;25;23;165
2022;Strahlenheilkunde;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Strahlenheilkunde;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Strahlenheilkunde;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;4;2;3;1;2;-;-;62;6;7;-;-;-;-;-;61;10;9;3;1;2;-;-;123
2022;Strahlenheilkunde;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;2;-;4;11;5;4;59;-;1;-;4;4;8;6;56;-;3;-;8;15;13;10;115
2022;Strahlenheilkunde;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;-;7;8;4;6;52;-;-;-;4;24;6;5;55;-;-;-;11;32;10;11;107
2022;Strahlenheilkunde;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;-;10;6;2;5;31;-;-;-;7;5;8;13;36;-;-;-;17;11;10;18;67
2022;Strahlenheilkunde;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Strahlenheilkunde;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Strahlenheilkunde;;Insgesamt;8;7;13;5301;4635;2986;2499;29070;7;14;4;3324;2866;2016;1761;21326;15;21;17;8625;7501;5002;4260;50396
2022;Dermatologie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;172;149;138;1068;964;884;1068;12197;130;125;120;924;969;915;1414;11578;302;274;258;1992;1933;1799;2482;23775
2022;Dermatologie;ICD10-C00-C97;Bösartige Neubildungen;7;4;11;4048;5440;7172;10800;45286;1;5;12;2790;3672;4227;6588;31926;8;9;23;6838;9112;11399;17388;77212
2022;Dermatologie;ICD10-D00-D48;Übrige Neubildungen;29;21;20;314;432;488;695;3610;37;39;19;269;289;400;557;3261;66;60;39;583;721;888;1252;6871
2022;Dermatologie;ICD10-D50-D90;Krankheiten des Blutes;1;6;7;52;52;42;60;537;2;7;7;38;52;34;65;487;3;13;14;90;104;76;125;1024
2022;Dermatologie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;32;60;26;31;342;-;-;-;20;34;32;27;619;-;-;-;52;94;58;58;961
2022;Dermatologie;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;-;2;2;2;20;-;1;-;2;-;2;1;28;-;1;-;2;2;4;3;48
2022;Dermatologie;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;8;12;5;8;146;-;1;3;26;14;10;4;332;-;1;3;34;26;15;12;478
2022;Dermatologie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;4;2;3;11;37;-;1;-;4;8;1;6;48;-;1;-;8;10;4;17;85
2022;Dermatologie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;5;8;7;14;55;-;-;-;7;12;7;8;67;-;-;-;12;20;14;22;122
2022;Dermatologie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;1;6;3;430;425;345;440;3183;-;4;5;298;336;444;741;3536;1;10;8;728;761;789;1181;6719
2022;Dermatologie;ICD10-J00-J99;Krankheiten des Atmungssystems;1;-;1;9;7;4;11;98;-;-;2;10;9;10;13;76;1;-;3;19;16;14;24;174
2022;Dermatologie;ICD10-K00-K93;Krankheiten des Verdauungssystems;1;-;6;37;37;36;47;705;2;2;1;34;30;26;29;343;3;2;7;71;67;62;76;1048
2022;Dermatologie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;185;369;347;2279;2097;1954;2509;26208;236;365;413;2181;2109;2008;2900;27740;421;734;760;4460;4206;3962;5409;53948
2022;Dermatologie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;1;5;1;141;98;82;60;1005;1;11;8;288;246;162;210;2566;2;16;9;429;344;244;270;3571
2022;Dermatologie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;5;3;29;28;11;12;734;1;1;1;19;8;12;14;198;1;6;4;48;36;23;26;932
2022;Dermatologie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;2;5;-;-;-;-;106;-;2;5;-;-;-;-;106
2022;Dermatologie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Dermatologie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;6;2;2;15;11;5;11;275;13;9;3;29;20;12;15;416;19;11;5;44;31;17;26;691
2022;Dermatologie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;1;2;17;12;14;15;156;2;1;6;19;19;21;24;237;2;2;8;36;31;35;39;393
2022;Dermatologie;ICD10-S00-T98;Verletzungen und Vergiftungen;5;16;22;277;199;118;149;2889;9;21;56;266;183;171;145;3108;14;37;78;543;382;289;294;5997
2022;Dermatologie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;45;57;48;295;188;95;79;3369;33;70;65;645;392;161;143;6787;78;127;113;940;580;256;222;10156
2022;Dermatologie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Dermatologie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Dermatologie;;Insgesamt;454;641;611;9060;10074;11293;16022;100852;467;665;726;7869;8402;8655;12904;93460;921;1306;1337;16929;18476;19948;28926;194312
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;2;3;15;18;15;15;224;1;1;-;15;12;16;16;182;1;3;3;30;30;31;31;406
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-C00-C97;Bösartige Neubildungen;-;4;5;1186;1157;1100;1516;9428;2;4;4;768;742;850;1176;6523;2;8;9;1954;1899;1950;2692;15951
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-D00-D48;Übrige Neubildungen;42;30;21;167;119;91;104;1658;34;29;15;132;120;74;106;1467;76;59;36;299;239;165;210;3125
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;3;5;3;11;47;-;1;-;2;3;4;7;36;-;1;-;5;8;7;18;83
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;2;-;-;1;23;-;-;-;4;1;3;2;41;-;-;-;6;1;3;3;64
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;1;-;-;-;-;11;-;1;-;-;-;-;-;6;-;1;1;-;-;-;-;17
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;10;7;6;13;114;-;2;2;5;9;5;2;80;-;2;2;15;16;11;15;194
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;1;-;13;14;23;20;164;1;1;2;14;14;22;23;166;1;2;2;27;28;45;43;330
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;2;1;2;17;-;-;-;3;1;2;3;19;-;-;-;3;3;3;5;36
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;1;1;1;8;10;4;3;68;-;1;2;4;4;3;5;59;1;2;3;12;14;7;8;127
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-J00-J99;Krankheiten des Atmungssystems;9;18;19;75;58;37;35;1016;2;13;13;72;51;37;27;904;11;31;32;147;109;74;62;1920
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-K00-K93;Krankheiten des Verdauungssystems;378;417;552;1555;1463;1344;1408;21312;331;480;597;1298;1380;1360;1818;20673;709;897;1149;2853;2843;2704;3226;41985
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;5;18;7;59;52;44;52;717;7;10;10;60;38;51;69;634;12;28;17;119;90;95;121;1351
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;2;4;12;38;24;27;31;427;3;5;8;34;33;25;27;364;5;9;20;72;57;52;58;791
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;1;1;3;2;1;2;20;-;-;1;-;1;1;-;27;-;1;2;3;3;2;2;47
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;16;-;1;1;-;-;-;-;16
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;133;56;39;10;3;1;2;1295;98;75;53;9;4;5;1;1033;231;131;92;19;7;6;3;2328
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;2;3;5;20;19;12;11;182;4;1;7;17;17;10;20;215;6;4;12;37;36;22;31;397
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-S00-T98;Verletzungen und Vergiftungen;217;511;583;692;671;554;752;15285;125;166;135;518;530;622;941;8070;342;677;718;1210;1201;1176;1693;23355
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;1;8;5;6;4;63;-;-;1;5;1;7;10;41;-;-;2;13;6;13;14;104
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Zahn- u. Kieferheilkunde, Mund- u. Kieferchirurgie;;Insgesamt;789;1066;1250;3864;3629;3269;3982;52071;608;791;851;2960;2961;3097;4253;40557;1397;1857;2101;6824;6590;6366;8235;92628
2022;Intensivmedizin;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;14;8;8;440;473;434;424;3289;6;4;7;243;280;246;348;2102;20;12;15;683;753;680;772;5391
2022;Intensivmedizin;ICD10-C00-C97;Bösartige Neubildungen;30;36;8;371;351;227;218;2388;56;18;4;168;173;128;135;1378;86;54;12;539;524;355;353;3766
2022;Intensivmedizin;ICD10-D00-D48;Übrige Neubildungen;1;5;-;28;24;27;29;233;-;2;-;29;24;17;16;196;1;7;-;57;48;44;45;429
2022;Intensivmedizin;ICD10-D50-D90;Krankheiten des Blutes;8;3;2;17;18;19;16;190;8;3;3;13;10;19;24;180;16;6;5;30;28;38;40;370
